ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
216915_s_at	0.791	0.0170992	2.54364298	-3.44	0.3180	PTPN12	protein tyrosine phosphatase, non-receptor type 12
203021_at	0.791	0.0171213	-2.54307817	-3.44	-0.1660	SLPI	secretory leukocyte peptidase inhibitor
221767_x_at	0.791	0.0171402	-2.54259612	-3.44	-0.6500	HDLBP	high density lipoprotein binding protein
201561_s_at	0.791	0.0171467	2.54243209	-3.44	0.2860	CLSTN1	calsyntenin 1
223091_x_at	0.791	0.0171994	-2.54109011	-3.44	-0.3450	MFF	mitochondrial fission factor
217858_s_at	0.791	0.0172078	-2.54087891	-3.44	-0.3770	ARMCX3	armadillo repeat containing, X-linked 3
232155_at	0.791	0.017218	-2.54062024	-3.44	-0.3890	RNF213	ring finger protein 213
235921_at	0.791	0.0173293	2.53780477	-3.45	0.1730	LOC102723721	uncharacterized LOC102723721
216801_at	0.791	0.0173598	2.53703487	-3.45	0.2060	CROCC	ciliary rootlet coiled-coil, rootletin
218392_x_at	0.791	0.0173829	-2.53645363	-3.45	-0.2790	SFXN1	sideroflexin 1
200682_s_at	0.791	0.0173943	-2.53616811	-3.45	-0.2400	UBE2L3	ubiquitin conjugating enzyme E2 L3
235603_at	0.791	0.0174314	2.53523651	-3.45	0.3820	HNRNPU	heterogeneous nuclear ribonucleoprotein U
232413_at	0.791	0.0174356	-2.53513111	-3.45	-0.1840		
225718_at	0.791	0.0174573	2.53458721	-3.45	0.2820	LNPK	lunapark, ER junction formation factor
216542_x_at	0.791	0.0174759	-2.53412283	-3.45	-0.5670	IGHM///IGHG1///IGHA1	immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1
213671_s_at	0.791	0.0174776	-2.53408	-3.45	-0.3530	MIR6758///MARS	microRNA 6758///methionyl-tRNA synthetase
200929_at	0.791	0.0174873	-2.53383757	-3.45	-0.6100	TMED10	transmembrane p24 trafficking protein 10
218118_s_at	0.791	0.0175843	-2.5314171	-3.45	-0.2710	TIMM23B///TIMM23	translocase of inner mitochondrial membrane 23 homolog B///translocase of inner mitochondrial membrane 23
225199_at	0.791	0.0175897	2.53128326	-3.45	0.2960	C16orf72	chromosome 16 open reading frame 72
230708_at	0.791	0.0175997	2.53103425	-3.45	0.4880	PRICKLE1	prickle planar cell polarity protein 1
242304_at	0.791	0.0176127	2.5307106	-3.45	0.3020	LOC102724112///PYM1	uncharacterized LOC102724112///PYM homolog 1, exon junction complex associated factor
212390_at	0.791	0.0176157	-2.53063801	-3.45	-0.5580	LOC101930416///LOC101929792///LOC100996724///PDE4DIP	myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
217260_x_at	0.791	0.017632	-2.53023193	-3.45	-0.3330	LOC102723479	uncharacterized LOC102723479
211430_s_at	0.791	0.0176384	-2.53007319	-3.45	-0.6880	MIR8071-2///MIR8071-1///IGHV4-31///IGHM///IGHG2///IGHG1	microRNA 8071-2///microRNA 8071-1///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 2 (G2m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)
225799_at	0.791	0.0176539	-2.52968981	-3.45	-1.0700	LOC101930489///MIR4435-2HG///LINC00152	uncharacterized LOC101930489///MIR4435-2 host gene///long intergenic non-protein coding RNA 152
221893_s_at	0.791	0.0176709	2.52926727	-3.45	0.3810	ADCK2	aarF domain containing kinase 2
1560818_at	0.791	0.0176933	-2.52871457	-3.46	-0.3540	LINC00944	long intergenic non-protein coding RNA 944
226789_at	0.791	0.0177238	2.5279586	-3.46	0.2920	EMB	embigin
212377_s_at	0.791	0.0177276	2.5278666	-3.46	0.2380	NOTCH2	notch 2
242615_at	0.791	0.0177346	-2.52769309	-3.46	-0.1830	CFAP100	cilia and flagella associated protein 100
200670_at	0.791	0.0177847	-2.52645747	-3.46	-1.0300	XBP1	X-box binding protein 1
202322_s_at	0.791	0.0178572	2.52467541	-3.46	0.2680	GGPS1	geranylgeranyl diphosphate synthase 1
216640_s_at	0.791	0.0178602	-2.52460204	-3.46	-0.6270	PDIA6	protein disulfide isomerase family A member 6
208415_x_at	0.791	0.0178655	2.52447381	-3.46	0.2490	ING1	inhibitor of growth family member 1
203968_s_at	0.791	0.0179056	-2.5234898	-3.46	-0.4110	CDC6	cell division cycle 6
1556589_at	0.791	0.0179483	-2.52244848	-3.46	-0.1560		
1554322_a_at	0.791	0.0179606	-2.5221464	-3.46	-0.1640	HDAC4	histone deacetylase 4
232212_at	0.791	0.0180425	-2.52015344	-3.46	-0.1610	PLEKHA8	pleckstrin homology domain containing A8
232702_at	0.791	0.0180518	-2.51992831	-3.46	-0.2750	RABGAP1L	RAB GTPase activating protein 1 like
234350_at	0.791	0.0180534	-2.51988829	-3.46	-0.3910	IGLC1	immunoglobulin lambda constant 1
234687_x_at	0.791	0.0180556	-2.51983551	-3.46	-0.3160	LIMD1	LIM domains containing 1
235431_s_at	0.791	0.0181747	2.51695297	-3.47	0.2820	PELI3	pellino E3 ubiquitin protein ligase family member 3
212414_s_at	0.791	0.0181822	2.51677119	-3.47	0.2530	GLYR1///SEPT6	glyoxylate reductase 1 homolog///septin 6
223062_s_at	0.791	0.0181926	-2.51652174	-3.47	-1.1400	PSAT1	phosphoserine aminotransferase 1
224628_at	0.791	0.018196	-2.51643884	-3.47	-0.5800	ERLEC1	endoplasmic reticulum lectin 1
212902_at	0.791	0.0182037	-2.51625257	-3.47	-0.9910	SEC24A	SEC24 homolog A, COPII coat complex component
210564_x_at	0.791	0.0182311	-2.51559452	-3.47	-0.4430	CFLAR	CASP8 and FADD like apoptosis regulator
214446_at	0.791	0.0182411	-2.51535323	-3.47	-0.6910	ELL2	elongation factor for RNA polymerase II 2
210895_s_at	0.791	0.0182438	-2.51528915	-3.47	-0.3880	CD86	CD86 molecule
209286_at	0.791	0.0182489	2.51516553	-3.47	0.5070	CDC42EP3	CDC42 effector protein 3
223119_s_at	0.791	0.0182546	2.51502886	-3.47	0.2610	USP47	ubiquitin specific peptidase 47
212739_s_at	0.791	0.0182716	2.51461988	-3.47	0.4530	NME4	NME/NM23 nucleoside diphosphate kinase 4
206433_s_at	0.791	0.0182947	2.51406654	-3.47	0.1390	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3
202123_s_at	0.791	0.0183054	2.51380952	-3.47	0.1950	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase
1554608_at	0.791	0.0183208	-2.51344119	-3.47	-0.3360	TGOLN2	trans-golgi network protein 2
232543_x_at	0.791	0.0183213	2.51342872	-3.47	0.2960	ARHGAP9	Rho GTPase activating protein 9
201432_at	0.791	0.0183267	2.51329904	-3.47	0.2940	CAT	catalase
230921_s_at	0.791	0.0184388	2.51062404	-3.47	0.5510	MAP3K12	mitogen-activated protein kinase kinase kinase 12
229833_at	0.791	0.0184399	2.51059751	-3.47	0.4080	ALOX12-AS1	ALOX12 antisense RNA 1
218354_at	0.791	0.0184399	-2.51059728	-3.47	-0.3420	TRAPPC2L	trafficking protein particle complex 2 like
209439_s_at	0.791	0.0184694	2.50989501	-3.47	0.2480	PHKA2	phosphorylase kinase regulatory subunit alpha 2
226251_at	0.791	0.0185062	2.50902025	-3.48	0.3110	ASXL2	additional sex combs like 2, transcriptional regulator
243048_at	0.791	0.0185243	2.5085928	-3.48	0.2570	CECR7	cat eye syndrome chromosome region, candidate 7 (non-protein coding)
235005_at	0.791	0.0185345	2.50834938	-3.48	0.2170	DIS3L	'DIS3 like exosome 3''-5'' exoribonuclease'
230383_x_at	0.791	0.0185446	-2.50811071	-3.48	-0.6970	SLFN5	schlafen family member 5
223001_at	0.791	0.0185448	-2.50810569	-3.48	-0.5980	OSTC	oligosaccharyltransferase complex non-catalytic subunit
238077_at	0.791	0.0185603	2.50773955	-3.48	0.3260	KCTD6	potassium channel tetramerization domain containing 6
242368_at	0.791	0.0185606	2.50773276	-3.48	0.1540		
217148_x_at	0.791	0.0185613	-2.50771465	-3.48	-0.8670	IGLJ3///IGLV@///IGLC1	immunoglobulin lambda joining 3///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1
220161_s_at	0.791	0.0185913	-2.5070048	-3.48	-0.1570	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
226902_at	0.791	0.0186156	2.50643254	-3.48	0.2950	USP13	ubiquitin specific peptidase 13 (isopeptidase T-3)
225442_at	0.791	0.0186299	-2.50609378	-3.48	-0.1990	DDR2	discoidin domain receptor tyrosine kinase 2
236561_at	0.791	0.0186364	2.50594048	-3.48	0.3390	TGFBR1	transforming growth factor beta receptor 1
212583_at	0.791	0.0186561	2.50547762	-3.48	0.3030	AQR	aquarius intron-binding spliceosomal factor
209733_at	0.791	0.0186833	2.50483616	-3.48	0.2910	MID2	midline 2
242142_at	0.791	0.0187103	-2.50420298	-3.48	-0.2120		
224732_at	0.791	0.0187138	2.50412035	-3.48	0.2570	CHTF8	chromosome transmission fidelity factor 8
204048_s_at	0.791	0.0187427	2.50344183	-3.48	0.4310	PHACTR2	phosphatase and actin regulator 2
229865_at	0.791	0.018776	-2.50266222	-3.48	-0.9300	LOC101928615///FNDC3B	uncharacterized LOC101928615///fibronectin type III domain containing 3B
218189_s_at	0.791	0.0188229	-2.50156368	-3.48	-0.7200	NANS	N-acetylneuraminate synthase
202455_at	0.791	0.0188642	2.50060051	-3.48	0.3190	HDAC5	histone deacetylase 5
1558143_a_at	0.791	0.0188673	-2.50052897	-3.48	-0.4480	BCL2L11	BCL2 like 11
221881_s_at	0.791	0.0188791	-2.50025429	-3.48	-0.4730	CLIC4	chloride intracellular channel 4
228573_at	0.791	0.0188832	2.50015934	-3.48	0.3590	ANTXR2	anthrax toxin receptor 2
226216_at	0.791	0.0189056	-2.49963652	-3.49	-0.2660	INSR	insulin receptor
202181_at	0.791	0.018911	2.49951082	-3.49	0.2280	SUSD6	sushi domain containing 6
202908_at	0.791	0.0189161	-2.49939258	-3.49	-0.5690	WFS1	wolframin ER transmembrane glycoprotein
227945_at	0.791	0.0189217	2.49926239	-3.49	0.3630	TBC1D1	TBC1 domain family member 1
210571_s_at	0.791	0.0189356	-2.49893941	-3.49	-0.3430	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
227108_at	0.791	0.0189895	2.49768989	-3.49	0.3910	STARD9	StAR related lipid transfer domain containing 9
223024_at	0.791	0.0189951	2.4975595	-3.49	0.2480	AP1M1	adaptor related protein complex 1 mu 1 subunit
223798_at	0.791	0.0190094	-2.49722914	-3.49	-0.2710	SLC41A2	solute carrier family 41 member 2
203711_s_at	0.791	0.0190245	-2.49687807	-3.49	-0.5910	HIBCH	3-hydroxyisobutyryl-CoA hydrolase
207707_s_at	0.791	0.0190663	-2.49591344	-3.49	-0.4710	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component
230041_at	0.791	0.0190779	2.49564592	-3.49	0.3040		
212714_at	0.791	0.0190908	-2.4953468	-3.49	-0.2540	LARP4	La ribonucleoprotein domain family member 4
203379_at	0.791	0.019102	2.49508932	-3.49	0.2570	RPS6KA1	ribosomal protein S6 kinase A1
237817_at	0.791	0.0191314	-2.49441153	-3.49	-0.4960	SSR3	signal sequence receptor subunit 3
203734_at	0.791	0.0191576	2.49380879	-3.49	0.2530	FOXJ2	forkhead box J2
208735_s_at	0.791	0.0192108	-2.49258938	-3.49	-0.2650	CTDSP2	CTD small phosphatase 2
203889_at	0.791	0.0192194	-2.49239066	-3.49	-0.2200	SCG5	secretogranin V
227527_at	0.791	0.0192306	2.49213509	-3.49	0.3180	KMT2D	lysine methyltransferase 2D
215640_at	0.791	0.0192675	-2.49128964	-3.49	-0.2500	TBC1D2B	TBC1 domain family member 2B
200798_x_at	0.791	0.0193372	-2.48970024	-3.5	-0.5840	MCL1	BCL2 family apoptosis regulator
217807_s_at	0.791	0.0193513	2.48937804	-3.5	0.1430	SNORD23///GLTSCR2	small nucleolar RNA, C/D box 23///glioma tumor suppressor candidate region gene 2
218473_s_at	0.791	0.0193658	2.48904773	-3.5	0.3560	COLGALT1	collagen beta(1-O)galactosyltransferase 1
222262_s_at	0.791	0.0193846	-2.48862084	-3.5	-0.4950	ETNK1	ethanolamine kinase 1
212022_s_at	0.791	0.019392	-2.48845297	-3.5	-0.9260	MKI67	marker of proliferation Ki-67
204266_s_at	0.791	0.0193949	2.48838699	-3.5	0.1800	CHKA	choline kinase alpha
210101_x_at	0.791	0.0194045	-2.48816943	-3.5	-0.3440	SH3GLB1	SH3 domain containing GRB2 like endophilin B1
205277_at	0.791	0.019429	2.4876121	-3.5	0.2960	PRDM2	PR/SET domain 2
222437_s_at	0.791	0.0194432	2.48729072	-3.5	0.2190	RNF103-CHMP3///CHMP3	RNF103-CHMP3 readthrough///charged multivesicular body protein 3
202083_s_at	0.795	0.0195719	-2.48438254	-3.5	-0.8600	SEC14L1	SEC14 like lipid binding 1
223201_s_at	0.795	0.0195846	2.48409483	-3.5	0.1900	LOC101928589///TMEM164	uncharacterized LOC101928589///transmembrane protein 164
215083_at	0.795	0.0196281	-2.48311672	-3.5	-0.4110		
201021_s_at	0.795	0.0196727	-2.48211619	-3.5	-0.7200	DSTN	destrin, actin depolymerizing factor
235913_at	0.795	0.0196733	2.48210202	-3.5	0.2820	ZNF880	zinc finger protein 880
202175_at	0.796	0.0197185	-2.48109024	-3.5	-0.3040	CHPF	chondroitin polymerizing factor
202329_at	0.796	0.0197353	2.4807149	-3.5	0.2130	CSK	c-src tyrosine kinase
238228_at	0.798	0.0198377	-2.47842997	-3.51	-0.4210		
201858_s_at	0.798	0.0198414	-2.47834855	-3.51	-0.9540	SRGN	serglycin
202199_s_at	0.798	0.0198486	-2.4781876	-3.51	-0.2020	SRPK1	SRSF protein kinase 1
234877_x_at	0.798	0.0198904	-2.47725786	-3.51	-0.2520		
228545_at	0.798	0.0199249	2.47649312	-3.51	0.5500	ZNF148	zinc finger protein 148
224838_at	0.798	0.0199309	2.47636092	-3.51	0.3000	FOXP1	forkhead box P1
202468_s_at	0.798	0.0199721	-2.47544779	-3.51	-0.3070	CTNNAL1	catenin alpha like 1
241933_at	0.798	0.0200433	2.47387666	-3.51	0.3880	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
206553_at	0.798	0.0200617	-2.4734707	-3.51	-0.3360	OAS2	'2''-5''-oligoadenylate synthetase 2'
204159_at	0.798	0.020074	-2.4732005	-3.51	-0.6250	CDKN2C	cyclin dependent kinase inhibitor 2C
225613_at	0.798	0.020143	2.47168305	-3.51	0.5980	MAST4	microtubule associated serine/threonine kinase family member 4
205073_at	0.798	0.0201492	-2.47154791	-3.51	-0.3180	CYP2J2	cytochrome P450 family 2 subfamily J member 2
1553685_s_at	0.798	0.0201873	-2.4707122	-3.51	-0.1860	SP1	Sp1 transcription factor
241487_at	0.798	0.0202144	-2.47011996	-3.52	-0.1190		
210152_at	0.798	0.0202461	-2.46942719	-3.52	-0.3910	LILRB4	leukocyte immunoglobulin like receptor B4
218219_s_at	0.798	0.0202735	-2.4688277	-3.52	-0.3820	LANCL2	LanC like 2
1555950_a_at	0.798	0.020304	-2.46816306	-3.52	-0.3240	CD55	CD55 molecule (Cromer blood group)
230529_at	0.798	0.0203585	2.46697747	-3.52	0.2870	HECA	hdc homolog, cell cycle regulator
207040_s_at	0.798	0.020362	2.46690134	-3.52	0.2040	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
204825_at	0.798	0.0203738	-2.46664539	-3.52	-0.6850	MELK	maternal embryonic leucine zipper kinase
223209_s_at	0.798	0.0203766	-2.46658519	-3.52	-0.9060	VIMP	VCP interacting membrane selenoprotein
211641_x_at	0.798	0.0204167	-2.46571417	-3.52	-0.4710	IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA2///IGHA1	immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1
238597_at	0.798	0.0204828	-2.46428527	-3.52	-0.1760	ANKRD13C	ankyrin repeat domain 13C
203345_s_at	0.798	0.0204941	2.46403983	-3.52	0.3300	MTF2	metal response element binding transcription factor 2
228737_at	0.798	0.0204964	-2.46398987	-3.52	-0.6580	TOX2	TOX high mobility group box family member 2
234962_at	0.798	0.0204978	-2.46396095	-3.52	-0.1310		
235352_at	0.798	0.0205014	2.46388352	-3.52	0.2180	MR1	major histocompatibility complex, class I-related
208858_s_at	0.798	0.0205219	2.46344016	-3.52	0.1650	ESYT1	extended synaptotagmin 1
1557538_at	0.798	0.0205643	-2.46252616	-3.52	-0.3820		
201169_s_at	0.798	0.0206204	-2.46132069	-3.52	-0.1410	BHLHE40	basic helix-loop-helix family member e40
219066_at	0.798	0.0206338	-2.46103406	-3.52	-0.5450	PPCDC	phosphopantothenoylcysteine decarboxylase
204427_s_at	0.798	0.0206557	-2.46056418	-3.53	-0.4800	TMED2	transmembrane p24 trafficking protein 2
242457_at	0.798	0.020684	-2.45995784	-3.53	-0.2100		
236458_at	0.798	0.0207155	2.45928312	-3.53	0.3240		
202399_s_at	0.798	0.0207177	-2.4592351	-3.53	-0.2820	C15orf38-AP3S2///AP3S2	C15orf38-AP3S2 readthrough///adaptor related protein complex 3 sigma 2 subunit
218826_at	0.798	0.0207193	-2.4592026	-3.53	-0.3000	SLC35F2	solute carrier family 35 member F2
225918_at	0.798	0.0207252	2.45907646	-3.53	0.2890	GLG1	golgi glycoprotein 1
205264_at	0.798	0.0207322	-2.45892604	-3.53	-0.2860	CD3EAP	CD3e molecule associated protein
217022_s_at	0.798	0.0207601	-2.45833065	-3.53	-0.4150	IGHA2///IGHA1///IGH	immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
1559054_a_at	0.798	0.0208009	-2.45746047	-3.53	-0.2500		
222985_at	0.798	0.0208481	-2.45645631	-3.53	-0.4340	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma
1557091_at	0.798	0.0208594	-2.45621593	-3.53	-0.1620	MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator
214845_s_at	0.798	0.0208636	-2.45612546	-3.53	-0.6730	CALU	calumenin
202610_s_at	0.798	0.0208783	-2.45581362	-3.53	-0.2630	MED14	mediator complex subunit 14
219402_s_at	0.798	0.0208945	-2.4554712	-3.53	-0.6050	DERL1	derlin 1
226148_at	0.798	0.0209123	2.45509343	-3.53	0.3010	ZBTB44	zinc finger and BTB domain containing 44
217384_x_at	0.798	0.0209236	-2.45485302	-3.53	-0.2490	LOC100293211	uncharacterized LOC100293211
213296_at	0.798	0.0209539	2.45421206	-3.53	0.2910	RER1	retention in endoplasmic reticulum sorting receptor 1
1553494_at	0.798	0.0209701	2.4538682	-3.53	0.1150	TDH	L-threonine dehydrogenase (pseudogene)
212194_s_at	0.798	0.0209706	-2.45385924	-3.53	-0.5030	TM9SF4	transmembrane 9 superfamily member 4
211406_at	0.798	0.020977	-2.4537233	-3.53	-0.4880	IER3IP1	immediate early response 3 interacting protein 1
226466_s_at	0.798	0.0209799	2.45366268	-3.53	0.2910	FAM58A	family with sequence similarity 58 member A
223671_x_at	0.798	0.0210122	2.45298021	-3.53	0.2280	DPH5	diphthamide biosynthesis 5
212900_at	0.798	0.021021	-2.45279406	-3.53	-0.5230	SEC24A	SEC24 homolog A, COPII coat complex component
205071_x_at	0.798	0.0211155	-2.45080507	-3.54	-0.2620	XRCC4	X-ray repair cross complementing 4
244448_at	0.798	0.0212799	-2.44736212	-3.54	-0.1490		
201014_s_at	0.798	0.0213248	-2.44642665	-3.54	-0.4460	PAICS	phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase
1552623_at	0.798	0.0213468	-2.44596972	-3.54	-0.5530	HSH2D	hematopoietic SH2 domain containing
225144_at	0.798	0.0213589	2.44571824	-3.54	0.4120	BMPR2	bone morphogenetic protein receptor type 2
205033_s_at	0.798	0.0213619	-2.44565535	-3.54	-1.9800	DEFA1B///DEFA3///DEFA1	defensin alpha 1B///defensin alpha 3///defensin alpha 1
226333_at	0.798	0.0213627	-2.44563915	-3.54	-0.9440	IL6R	interleukin 6 receptor
211345_x_at	0.798	0.02138	2.44527956	-3.54	0.0981	MIR3654///EEF1G	microRNA 3654///eukaryotic translation elongation factor 1 gamma
204199_at	0.798	0.0214191	2.44446749	-3.54	0.3480	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1
205141_at	0.798	0.021421	-2.44442844	-3.54	-0.6870	ANG	angiogenin
1560832_at	0.798	0.021449	2.44384802	-3.54	0.1370	LINC01029	long intergenic non-protein coding RNA 1029
203133_at	0.798	0.0214491	-2.44384614	-3.54	-0.5340	SEC61B	Sec61 translocon beta subunit
205354_at	0.798	0.0214613	2.4435926	-3.54	0.1890	GAMT	guanidinoacetate N-methyltransferase
243553_x_at	0.798	0.0214638	-2.4435415	-3.54	-0.1520	TRAF3IP2-AS1	TRAF3IP2 antisense RNA 1
220487_at	0.798	0.0214884	2.4430327	-3.54	0.2410	SNTG2	syntrophin gamma 2
223637_s_at	0.798	0.0214926	2.44294662	-3.54	0.1980	FAM160A2	family with sequence similarity 160 member A2
227974_at	0.798	0.0215307	2.44215876	-3.54	0.2940		
240233_at	0.798	0.0215862	-2.44101505	-3.55	-0.2830	NUP50-AS1	NUP50 antisense RNA 1 (head to head)
212699_at	0.798	0.0216286	-2.44014269	-3.55	-0.2880	SCAMP5	secretory carrier membrane protein 5
237210_at	0.798	0.0216355	2.44000026	-3.55	0.1640	NFRKB	nuclear factor related to kappaB binding protein
227211_at	0.798	0.0216454	-2.43979715	-3.55	-0.6810	PHF19	PHD finger protein 19
212810_s_at	0.798	0.0217406	-2.43784744	-3.55	-1.0900	SLC1A4	solute carrier family 1 member 4
200890_s_at	0.798	0.0217468	-2.43771991	-3.55	-0.7400	SSR1	signal sequence receptor subunit 1
205223_at	0.798	0.0217771	2.43710043	-3.55	0.3190	DEPDC5	DEP domain containing 5
236454_at	0.798	0.0217917	-2.43680222	-3.55	-0.1570	RNF212	ring finger protein 212
203511_s_at	0.798	0.0218185	-2.43625581	-3.55	-0.4030	TRAPPC3	trafficking protein particle complex 3
209263_x_at	0.798	0.0218469	-2.43567762	-3.55	-0.1860	TSPAN4	tetraspanin 4
229934_at	0.798	0.0218513	2.43558717	-3.55	0.5450		
242239_at	0.798	0.0219091	2.43441262	-3.55	0.3410	NSUN6	NOP2/Sun RNA methyltransferase family member 6
1554707_at	0.798	0.0219165	2.434263	-3.55	0.1750	SPATA6L	spermatogenesis associated 6 like
204033_at	0.798	0.0219344	-2.43389819	-3.55	-0.5670	TRIP13	thyroid hormone receptor interactor 13
241718_x_at	0.798	0.0219573	-2.43343352	-3.55	-0.1990		
219828_at	0.798	0.0219608	-2.43336401	-3.55	-0.2570	RABL6	RAB, member RAS oncogene family-like 6
231085_s_at	0.798	0.0219971	2.43262806	-3.55	0.2000		
223796_at	0.798	0.0220068	-2.43243178	-3.55	-0.1160	CNTNAP3B///CNTNAP3P2///CNTNAP3	contactin associated protein-like 3B///contactin associated protein-like 3 pseudogene 2///contactin associated protein-like 3
214011_s_at	0.798	0.022012	-2.43232682	-3.55	-0.1880	NOP16	NOP16 nucleolar protein
225793_at	0.798	0.0220552	2.43145475	-3.55	0.2350	LIX1L	limb and CNS expressed 1 like
220746_s_at	0.798	0.0220819	2.43091601	-3.56	0.2100	UIMC1	ubiquitin interaction motif containing 1
224753_at	0.798	0.0220846	-2.43086065	-3.56	-0.4140	CDCA5	cell division cycle associated 5
216510_x_at	0.798	0.0221059	-2.43043154	-3.56	-0.4940	IGHV3-23///IGHV4-31///IGHM///IGHG1///IGHA1	immunoglobulin heavy variable 3-23///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1
